School_ID,School,METRIC_NAME,METRIC_VALUE
128744,University of Bridgeport,Academic Support Expenses Per FTE (FASB),880
128744,University of Bridgeport,Instruction Expenses Per FTE (FASB),6573
128744,University of Bridgeport,12-Month FTE Enrollment,3551
128744,University of Bridgeport,Student Services Expenses Per FTE (FASB),3809
128902,Connecticut College,Student Services Expenses Per FTE (FASB),8825
128902,Connecticut College,Core Expenses (FASB),101096000
128902,Connecticut College,Endowment Asset Value,448853000
128902,Connecticut College,12-Month FTE Enrollment,2128
128902,Connecticut College,Institutional Support Expenses Per FTE (FASB),12725
128902,Connecticut College,Instruction Expenses Per FTE (FASB),16717
128902,Connecticut College,Academic Support Expenses Per FTE (FASB),8403
129154,Goodwin University,Endowment Asset Value,14820184
129154,Goodwin University,Core Expenses (FASB),58901991
129154,Goodwin University,Instruction Expenses Per FTE (FASB),11832
129154,Goodwin University,Institutional Support Expenses Per FTE (FASB),5747
129154,Goodwin University,Academic Support Expenses Per FTE (FASB),735
129154,Goodwin University,12-Month FTE Enrollment,2796
129154,Goodwin University,Student Services Expenses Per FTE (FASB),2753
129242,Fairfield University,Academic Support Expenses Per FTE (FASB),3282
129242,Fairfield University,Institutional Support Expenses Per FTE (FASB),8858
129242,Fairfield University,Endowment Asset Value,379993000
129242,Fairfield University,Student Services Expenses Per FTE (FASB),6577
129242,Fairfield University,Instruction Expenses Per FTE (FASB),15573
129242,Fairfield University,Core Expenses (FASB),210702276
129242,Fairfield University,12-Month FTE Enrollment,5874
129525,University of Hartford,Endowment Asset Value,183500000
129525,University of Hartford,Institutional Support Expenses Per FTE (FASB),4938
129525,University of Hartford,Academic Support Expenses Per FTE (FASB),764
129525,University of Hartford,Core Expenses (FASB),149990000
129525,University of Hartford,Instruction Expenses Per FTE (FASB),16746
129525,University of Hartford,Student Services Expenses Per FTE (FASB),4444
129525,University of Hartford,12-Month FTE Enrollment,5456
129774,Mitchell College,Endowment Asset Value,8043306
129774,Mitchell College,Core Expenses (FASB),16701851
129774,Mitchell College,Academic Support Expenses Per FTE (FASB),3206
129774,Mitchell College,12-Month FTE Enrollment,559
129774,Mitchell College,Institutional Support Expenses Per FTE (FASB),9828
129774,Mitchell College,Instruction Expenses Per FTE (FASB),5833
129774,Mitchell College,Student Services Expenses Per FTE (FASB),11012
129941,University of New Haven,Endowment Asset Value,92484026
129941,University of New Haven,Academic Support Expenses Per FTE (FASB),2339
129941,University of New Haven,Instruction Expenses Per FTE (FASB),9751
129941,University of New Haven,Institutional Support Expenses Per FTE (FASB),5057
129941,University of New Haven,Core Expenses (FASB),181725571
129941,University of New Haven,Student Services Expenses Per FTE (FASB),5180
129941,University of New Haven,12-Month FTE Enrollment,7895
130226,Quinnipiac University,Academic Support Expenses Per FTE (FASB),2275
130226,Quinnipiac University,Institutional Support Expenses Per FTE (FASB),5683
130226,Quinnipiac University,Instruction Expenses Per FTE (FASB),13234
130226,Quinnipiac University,Endowment Asset Value,770268155
130226,Quinnipiac University,Student Services Expenses Per FTE (FASB),6220
130226,Quinnipiac University,Core Expenses (FASB),269769947
130226,Quinnipiac University,12-Month FTE Enrollment,9319
130253,Sacred Heart University,Endowment Asset Value,268374203
130253,Sacred Heart University,Instruction Expenses Per FTE (FASB),9593
130253,Sacred Heart University,Academic Support Expenses Per FTE (FASB),1814
130253,Sacred Heart University,Institutional Support Expenses Per FTE (FASB),4064
130253,Sacred Heart University,Student Services Expenses Per FTE (FASB),5717
130253,Sacred Heart University,Core Expenses (FASB),241105218
130253,Sacred Heart University,12-Month FTE Enrollment,10928
130314,University of Saint Joseph,Endowment Asset Value,45950000
130314,University of Saint Joseph,Core Expenses (FASB),61914000
130314,University of Saint Joseph,Academic Support Expenses Per FTE (FASB),1921
130314,University of Saint Joseph,Institutional Support Expenses Per FTE (FASB),5386
130314,University of Saint Joseph,12-Month FTE Enrollment,1768
130314,University of Saint Joseph,Instruction Expenses Per FTE (FASB),14657
130314,University of Saint Joseph,Student Services Expenses Per FTE (FASB),4872
130590,Trinity College,12-Month FTE Enrollment,2189
130590,Trinity College,Academic Support Expenses Per FTE (FASB),4395
130590,Trinity College,Core Expenses (FASB),153838316
130590,Trinity College,Endowment Asset Value,807434278
130590,Trinity College,Institutional Support Expenses Per FTE (FASB),19737
130590,Trinity College,Instruction Expenses Per FTE (FASB),28861
130590,Trinity College,Student Services Expenses Per FTE (FASB),15626
130697,Wesleyan University,Institutional Support Expenses Per FTE (FASB),9368
130697,Wesleyan University,Academic Support Expenses Per FTE (FASB),4368
130697,Wesleyan University,Core Expenses (FASB),203819000
130697,Wesleyan University,12-Month FTE Enrollment,3646
130697,Wesleyan University,Student Services Expenses Per FTE (FASB),5808
130697,Wesleyan University,Endowment Asset Value,1554388000
130697,Wesleyan University,Instruction Expenses Per FTE (FASB),33183
130989,Goldey-Beacom College,12-Month FTE Enrollment,938
130989,Goldey-Beacom College,Core Expenses (FASB),17884203
130989,Goldey-Beacom College,Endowment Asset Value,170356803
130989,Goldey-Beacom College,Institutional Support Expenses Per FTE (FASB),5251
130989,Goldey-Beacom College,Academic Support Expenses Per FTE (FASB),3861
130989,Goldey-Beacom College,Student Services Expenses Per FTE (FASB),6020
130989,Goldey-Beacom College,Instruction Expenses Per FTE (FASB),3936
131113,Wilmington University,Endowment Asset Value,164474609
131113,Wilmington University,Academic Support Expenses Per FTE (FASB),1829
131113,Wilmington University,Core Expenses (FASB),99923723
131113,Wilmington University,Institutional Support Expenses Per FTE (FASB),1565
131113,Wilmington University,Instruction Expenses Per FTE (FASB),3944
131113,Wilmington University,Student Services Expenses Per FTE (FASB),2356
131113,Wilmington University,12-Month FTE Enrollment,10161
131159,American University,Institutional Support Expenses Per FTE (FASB),7819
131159,American University,Endowment Asset Value,961160000
131159,American University,Instruction Expenses Per FTE (FASB),17225
131159,American University,Academic Support Expenses Per FTE (FASB),7142
131159,American University,Student Services Expenses Per FTE (FASB),4873
131159,American University,Core Expenses (FASB),604123000
131159,American University,12-Month FTE Enrollment,13588
131283,The Catholic University of America,Student Services Expenses Per FTE (FASB),8465
131283,The Catholic University of America,Institutional Support Expenses Per FTE (FASB),7489
131283,The Catholic University of America,Endowment Asset Value,365144650
131283,The Catholic University of America,Academic Support Expenses Per FTE (FASB),4672
131283,The Catholic University of America,Core Expenses (FASB),228597799
131283,The Catholic University of America,12-Month FTE Enrollment,4449
131283,The Catholic University of America,Instruction Expenses Per FTE (FASB),22207
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Endowment Asset Value,2850973
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Core Expenses (FASB),7877946
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Academic Support Expenses Per FTE (FASB),3859
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,12-Month FTE Enrollment,78
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Student Services Expenses Per FTE (FASB),3883
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Instruction Expenses Per FTE (FASB),25746
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Institutional Support Expenses Per FTE (FASB),29408
131520,Howard University,Academic Support Expenses Per FTE (FASB),5259
131520,Howard University,Endowment Asset Value,926633000
131520,Howard University,Institutional Support Expenses Per FTE (FASB),14994
131520,Howard University,Instruction Expenses Per FTE (FASB),18845
131520,Howard University,Student Services Expenses Per FTE (FASB),3281
131520,Howard University,Core Expenses (FASB),635362000
131520,Howard University,12-Month FTE Enrollment,12631
131876,Trinity Washington University,Core Expenses (FASB),32708081
131876,Trinity Washington University,Endowment Asset Value,38933160
131876,Trinity Washington University,Institutional Support Expenses Per FTE (FASB),6928
131876,Trinity Washington University,12-Month FTE Enrollment,1437
131876,Trinity Washington University,Academic Support Expenses Per FTE (FASB),4343
131876,Trinity Washington University,Instruction Expenses Per FTE (FASB),6868
131876,Trinity Washington University,Student Services Expenses Per FTE (FASB),4605
131973,Wesley Theological Seminary,Endowment Asset Value,31974499
131973,Wesley Theological Seminary,Core Expenses (FASB),12485233
131973,Wesley Theological Seminary,12-Month FTE Enrollment,479
131973,Wesley Theological Seminary,Institutional Support Expenses Per FTE (FASB),5217
131973,Wesley Theological Seminary,Academic Support Expenses Per FTE (FASB),1445
131973,Wesley Theological Seminary,Instruction Expenses Per FTE (FASB),15892
131973,Wesley Theological Seminary,Student Services Expenses Per FTE (FASB),3511
132408,Baptist University of Florida,Instruction Expenses Per FTE (FASB),10774
132408,Baptist University of Florida,Endowment Asset Value,8589732
132408,Baptist University of Florida,Core Expenses (FASB),5617960
132408,Baptist University of Florida,12-Month FTE Enrollment,209
132408,Baptist University of Florida,Academic Support Expenses Per FTE (FASB),1364
132408,Baptist University of Florida,Institutional Support Expenses Per FTE (FASB),11193
132408,Baptist University of Florida,Student Services Expenses Per FTE (FASB),3549
132471,Barry University,Endowment Asset Value,53988781
132471,Barry University,Institutional Support Expenses Per FTE (FASB),6933
132471,Barry University,Instruction Expenses Per FTE (FASB),11791
132471,Barry University,Academic Support Expenses Per FTE (FASB),1200
132471,Barry University,Core Expenses (FASB),135786296
132471,Barry University,12-Month FTE Enrollment,5952
132471,Barry University,Student Services Expenses Per FTE (FASB),2889
132602,Bethune-Cookman University,Endowment Asset Value,36303752
132602,Bethune-Cookman University,Institutional Support Expenses Per FTE (FASB),6822
132602,Bethune-Cookman University,Core Expenses (FASB),57441031
132602,Bethune-Cookman University,Instruction Expenses Per FTE (FASB),9267
132602,Bethune-Cookman University,Academic Support Expenses Per FTE (FASB),1100
132602,Bethune-Cookman University,12-Month FTE Enrollment,2668
132602,Bethune-Cookman University,Student Services Expenses Per FTE (FASB),4207
132657,Lynn University,Endowment Asset Value,37840050
132657,Lynn University,Institutional Support Expenses Per FTE (FASB),6639
132657,Lynn University,Academic Support Expenses Per FTE (FASB),2237
132657,Lynn University,Core Expenses (FASB),83059459
132657,Lynn University,Instruction Expenses Per FTE (FASB),7352
132657,Lynn University,Student Services Expenses Per FTE (FASB),6960
132657,Lynn University,12-Month FTE Enrollment,3582
132879,Johnson University Florida,Academic Support Expenses Per FTE (FASB),2633
132879,Johnson University Florida,Endowment Asset Value,2125697
132879,Johnson University Florida,Instruction Expenses Per FTE (FASB),10310
132879,Johnson University Florida,Institutional Support Expenses Per FTE (FASB),7918
132879,Johnson University Florida,Core Expenses (FASB),3788504
132879,Johnson University Florida,12-Month FTE Enrollment,134
132879,Johnson University Florida,Student Services Expenses Per FTE (FASB),7411
133492,Eckerd College,Endowment Asset Value,83580143
133492,Eckerd College,Academic Support Expenses Per FTE (FASB),2868
133492,Eckerd College,Institutional Support Expenses Per FTE (FASB),8098
133492,Eckerd College,Core Expenses (FASB),75272983
133492,Eckerd College,12-Month FTE Enrollment,2128
133492,Eckerd College,Student Services Expenses Per FTE (FASB),7309
133492,Eckerd College,Instruction Expenses Per FTE (FASB),16742
133526,Edward Waters University,Core Expenses (FASB),27875014
133526,Edward Waters University,12-Month FTE Enrollment,1243
133526,Edward Waters University,Endowment Asset Value,4331662
133526,Edward Waters University,Academic Support Expenses Per FTE (FASB),2150
133526,Edward Waters University,Institutional Support Expenses Per FTE (FASB),10799
133526,Edward Waters University,Instruction Expenses Per FTE (FASB),2767
133526,Edward Waters University,Student Services Expenses Per FTE (FASB),4987
133553,Embry-Riddle Aeronautical University-Daytona Beach,Institutional Support Expenses Per FTE (FASB),7362
133553,Embry-Riddle Aeronautical University-Daytona Beach,Academic Support Expenses Per FTE (FASB),2382
133553,Embry-Riddle Aeronautical University-Daytona Beach,Endowment Asset Value,195144000
133553,Embry-Riddle Aeronautical University-Daytona Beach,Instruction Expenses Per FTE (FASB),13323
133553,Embry-Riddle Aeronautical University-Daytona Beach,Core Expenses (FASB),253655000
133553,Embry-Riddle Aeronautical University-Daytona Beach,Student Services Expenses Per FTE (FASB),4714
133553,Embry-Riddle Aeronautical University-Daytona Beach,12-Month FTE Enrollment,8266
133711,Flagler College,Endowment Asset Value,87754970
133711,Flagler College,Institutional Support Expenses Per FTE (FASB),6495
133711,Flagler College,Core Expenses (FASB),60235173
133711,Flagler College,Instruction Expenses Per FTE (FASB),9022
133711,Flagler College,Academic Support Expenses Per FTE (FASB),1180
133711,Flagler College,12-Month FTE Enrollment,2688
133711,Flagler College,Student Services Expenses Per FTE (FASB),5407
133809,Florida College,Core Expenses (FASB),23964966
133809,Florida College,Endowment Asset Value,17258701
133809,Florida College,12-Month FTE Enrollment,537
133809,Florida College,Academic Support Expenses Per FTE (FASB),1892
133809,Florida College,Institutional Support Expenses Per FTE (FASB),9552
133809,Florida College,Instruction Expenses Per FTE (FASB),17441
133809,Florida College,Student Services Expenses Per FTE (FASB),3834
133872,AdventHealth University,Academic Support Expenses Per FTE (FASB),2814
133872,AdventHealth University,Institutional Support Expenses Per FTE (FASB),7214
133872,AdventHealth University,Core Expenses (FASB),35154400
133872,AdventHealth University,Endowment Asset Value,11241909
133872,AdventHealth University,Instruction Expenses Per FTE (FASB),11771
133872,AdventHealth University,12-Month FTE Enrollment,1494
133872,AdventHealth University,Student Services Expenses Per FTE (FASB),1201
133881,Florida Institute of Technology,Instruction Expenses Per FTE (FASB),10775
133881,Florida Institute of Technology,Endowment Asset Value,96580299
133881,Florida Institute of Technology,Institutional Support Expenses Per FTE (FASB),6098
133881,Florida Institute of Technology,Academic Support Expenses Per FTE (FASB),954
133881,Florida Institute of Technology,Core Expenses (FASB),165297436
133881,Florida Institute of Technology,Student Services Expenses Per FTE (FASB),2546
133881,Florida Institute of Technology,12-Month FTE Enrollment,7350
133979,Florida Memorial University,12-Month FTE Enrollment,1126
133979,Florida Memorial University,Core Expenses (FASB),44353755
133979,Florida Memorial University,Endowment Asset Value,6253204
133979,Florida Memorial University,Student Services Expenses Per FTE (FASB),8086
133979,Florida Memorial University,Institutional Support Expenses Per FTE (FASB),5107
133979,Florida Memorial University,Academic Support Expenses Per FTE (FASB),3997
133979,Florida Memorial University,Instruction Expenses Per FTE (FASB),4971
134079,Florida Southern College,Institutional Support Expenses Per FTE (FASB),7336
134079,Florida Southern College,Instruction Expenses Per FTE (FASB),11051
134079,Florida Southern College,Endowment Asset Value,107580305
134079,Florida Southern College,Core Expenses (FASB),86562707
134079,Florida Southern College,Academic Support Expenses Per FTE (FASB),1076
134079,Florida Southern College,12-Month FTE Enrollment,3199
134079,Florida Southern College,Student Services Expenses Per FTE (FASB),6041
134510,Hobe Sound Bible College,Institutional Support Expenses Per FTE (FASB),6901
134510,Hobe Sound Bible College,Endowment Asset Value,2749040
134510,Hobe Sound Bible College,Core Expenses (FASB),3131186
134510,Hobe Sound Bible College,12-Month FTE Enrollment,124
134510,Hobe Sound Bible College,Instruction Expenses Per FTE (FASB),14352
134510,Hobe Sound Bible College,Academic Support Expenses Per FTE (FASB),701
134510,Hobe Sound Bible College,Student Services Expenses Per FTE (FASB),3297
134945,Jacksonville University,Instruction Expenses Per FTE (FASB),10928
134945,Jacksonville University,Endowment Asset Value,59546445
134945,Jacksonville University,Institutional Support Expenses Per FTE (FASB),5274
134945,Jacksonville University,Core Expenses (FASB),107087755
134945,Jacksonville University,Academic Support Expenses Per FTE (FASB),1336
134945,Jacksonville University,Student Services Expenses Per FTE (FASB),7064
134945,Jacksonville University,12-Month FTE Enrollment,4211
135364,Luther Rice College & Seminary,Endowment Asset Value,1304201
135364,Luther Rice College & Seminary,Core Expenses (FASB),3992694
135364,Luther Rice College & Seminary,Academic Support Expenses Per FTE (FASB),2154
135364,Luther Rice College & Seminary,12-Month FTE Enrollment,302
135364,Luther Rice College & Seminary,Institutional Support Expenses Per FTE (FASB),4004
135364,Luther Rice College & Seminary,Instruction Expenses Per FTE (FASB),5065
135364,Luther Rice College & Seminary,Student Services Expenses Per FTE (FASB),1977
135610,Trinity International University-Florida,Endowment Asset Value,228306
135610,Trinity International University-Florida,Core Expenses (FASB),1835969
135610,Trinity International University-Florida,12-Month FTE Enrollment,88
135610,Trinity International University-Florida,Academic Support Expenses Per FTE (FASB),157
135610,Trinity International University-Florida,Institutional Support Expenses Per FTE (FASB),13150
135610,Trinity International University-Florida,Instruction Expenses Per FTE (FASB),4898
135610,Trinity International University-Florida,Student Services Expenses Per FTE (FASB),2657
136330,Palm Beach Atlantic University,Endowment Asset Value,101717017
136330,Palm Beach Atlantic University,Institutional Support Expenses Per FTE (FASB),6880
136330,Palm Beach Atlantic University,Instruction Expenses Per FTE (FASB),11353
136330,Palm Beach Atlantic University,Core Expenses (FASB),79099949
136330,Palm Beach Atlantic University,Academic Support Expenses Per FTE (FASB),1290
136330,Palm Beach Atlantic University,12-Month FTE Enrollment,3177
136330,Palm Beach Atlantic University,Student Services Expenses Per FTE (FASB),5353
136701,Saint Vincent de Paul Regional Seminary,Endowment Asset Value,36222986
136701,Saint Vincent de Paul Regional Seminary,Core Expenses (FASB),6925058
136701,Saint Vincent de Paul Regional Seminary,Academic Support Expenses Per FTE (FASB),3968
136701,Saint Vincent de Paul Regional Seminary,12-Month FTE Enrollment,138
136701,Saint Vincent de Paul Regional Seminary,Instruction Expenses Per FTE (FASB),19845
136701,Saint Vincent de Paul Regional Seminary,Institutional Support Expenses Per FTE (FASB),24144
136701,Saint Vincent de Paul Regional Seminary,Student Services Expenses Per FTE (FASB),1242
136774,Ringling College of Art and Design,Endowment Asset Value,60957594
136774,Ringling College of Art and Design,12-Month FTE Enrollment,1587
136774,Ringling College of Art and Design,Core Expenses (FASB),77182517
136774,Ringling College of Art and Design,Institutional Support Expenses Per FTE (FASB),9082
136774,Ringling College of Art and Design,Student Services Expenses Per FTE (FASB),5804
136774,Ringling College of Art and Design,Instruction Expenses Per FTE (FASB),20368
136774,Ringling College of Art and Design,Academic Support Expenses Per FTE (FASB),13177
136950,Rollins College,Institutional Support Expenses Per FTE (FASB),6535
136950,Rollins College,Endowment Asset Value,443592000
136950,Rollins College,Student Services Expenses Per FTE (FASB),9499
136950,Rollins College,Core Expenses (FASB),118293000
136950,Rollins College,Instruction Expenses Per FTE (FASB),13685
136950,Rollins College,Academic Support Expenses Per FTE (FASB),4918
136950,Rollins College,12-Month FTE Enrollment,3225
137032,Saint Leo University,Endowment Asset Value,72926228
137032,Saint Leo University,Institutional Support Expenses Per FTE (FASB),4400
137032,Saint Leo University,Core Expenses (FASB),105319481
137032,Saint Leo University,Academic Support Expenses Per FTE (FASB),1325
137032,Saint Leo University,Instruction Expenses Per FTE (FASB),4703
137032,Saint Leo University,Student Services Expenses Per FTE (FASB),4031
137032,Saint Leo University,12-Month FTE Enrollment,7284
137272,St. John Vianney College Seminary,Endowment Asset Value,10926801
137272,St. John Vianney College Seminary,Core Expenses (FASB),1728166
137272,St. John Vianney College Seminary,12-Month FTE Enrollment,43
137272,St. John Vianney College Seminary,Institutional Support Expenses Per FTE (FASB),0
137272,St. John Vianney College Seminary,Instruction Expenses Per FTE (FASB),23256
137272,St. John Vianney College Seminary,Student Services Expenses Per FTE (FASB),0
137272,St. John Vianney College Seminary,Academic Support Expenses Per FTE (FASB),16934
137476,St. Thomas University,Endowment Asset Value,37800542
137476,St. Thomas University,Core Expenses (FASB),63770962
137476,St. Thomas University,Academic Support Expenses Per FTE (FASB),1633
137476,St. Thomas University,Institutional Support Expenses Per FTE (FASB),3244
137476,St. Thomas University,Instruction Expenses Per FTE (FASB),5119
137476,St. Thomas University,12-Month FTE Enrollment,4556
137476,St. Thomas University,Student Services Expenses Per FTE (FASB),3429
137546,Stetson University,Student Services Expenses Per FTE (FASB),7946
137546,Stetson University,Academic Support Expenses Per FTE (FASB),3791
137546,Stetson University,Endowment Asset Value,363648117
137546,Stetson University,Institutional Support Expenses Per FTE (FASB),4982
137546,Stetson University,Instruction Expenses Per FTE (FASB),13525
137546,Stetson University,Core Expenses (FASB),124993426
137546,Stetson University,12-Month FTE Enrollment,4034
137564,Southeastern University,Endowment Asset Value,9770732
137564,Southeastern University,Academic Support Expenses Per FTE (FASB),2478
137564,Southeastern University,Core Expenses (FASB),82785661
137564,Southeastern University,Institutional Support Expenses Per FTE (FASB),2274
137564,Southeastern University,Instruction Expenses Per FTE (FASB),3584
137564,Southeastern University,Student Services Expenses Per FTE (FASB),4404
137564,Southeastern University,12-Month FTE Enrollment,6498
137847,The University of Tampa,Endowment Asset Value,62287141
137847,The University of Tampa,Academic Support Expenses Per FTE (FASB),2291
137847,The University of Tampa,Instruction Expenses Per FTE (FASB),8446
137847,The University of Tampa,Institutional Support Expenses Per FTE (FASB),4002
137847,The University of Tampa,Core Expenses (FASB),208454417
137847,The University of Tampa,Student Services Expenses Per FTE (FASB),4253
137847,The University of Tampa,12-Month FTE Enrollment,10686
137953,Trinity Baptist College,Endowment Asset Value,102078
137953,Trinity Baptist College,Institutional Support Expenses Per FTE (FASB),6599
137953,Trinity Baptist College,Core Expenses (FASB),4732482
137953,Trinity Baptist College,Academic Support Expenses Per FTE (FASB),1898
137953,Trinity Baptist College,12-Month FTE Enrollment,351
137953,Trinity Baptist College,Instruction Expenses Per FTE (FASB),2464
137953,Trinity Baptist College,Student Services Expenses Per FTE (FASB),2522
137962,Trinity College of Florida,Endowment Asset Value,590400
137962,Trinity College of Florida,Academic Support Expenses Per FTE (FASB),2346
137962,Trinity College of Florida,Core Expenses (FASB),3147932
137962,Trinity College of Florida,Institutional Support Expenses Per FTE (FASB),5285
137962,Trinity College of Florida,12-Month FTE Enrollment,157
137962,Trinity College of Florida,Student Services Expenses Per FTE (FASB),6918
137962,Trinity College of Florida,Instruction Expenses Per FTE (FASB),5502
138275,Warner University,Endowment Asset Value,6803290
138275,Warner University,Core Expenses (FASB),17373591
138275,Warner University,12-Month FTE Enrollment,730
138275,Warner University,Institutional Support Expenses Per FTE (FASB),5880
138275,Warner University,Academic Support Expenses Per FTE (FASB),1387
138275,Warner University,Student Services Expenses Per FTE (FASB),9534
138275,Warner University,Instruction Expenses Per FTE (FASB),5253
138293,Webber International University,Endowment Asset Value,6686291
138293,Webber International University,Core Expenses (FASB),17820987
138293,Webber International University,12-Month FTE Enrollment,872
138293,Webber International University,Institutional Support Expenses Per FTE (FASB),5065
138293,Webber International University,Academic Support Expenses Per FTE (FASB),894
138293,Webber International University,Student Services Expenses Per FTE (FASB),10757
138293,Webber International University,Instruction Expenses Per FTE (FASB),3721
138600,Agnes Scott College,12-Month FTE Enrollment,1163
138600,Agnes Scott College,Core Expenses (FASB),50808023
138600,Agnes Scott College,Institutional Support Expenses Per FTE (FASB),7909
138600,Agnes Scott College,Endowment Asset Value,227301028
138600,Agnes Scott College,Student Services Expenses Per FTE (FASB),7555
138600,Agnes Scott College,Instruction Expenses Per FTE (FASB),19444
138600,Agnes Scott College,Academic Support Expenses Per FTE (FASB),8779
138761,Andrew College,Endowment Asset Value,10225358
138761,Andrew College,Core Expenses (FASB),7888133
138761,Andrew College,Instruction Expenses Per FTE (FASB),9714
138761,Andrew College,Academic Support Expenses Per FTE (FASB),1997
138761,Andrew College,Institutional Support Expenses Per FTE (FASB),9736
138761,Andrew College,12-Month FTE Enrollment,215
138761,Andrew College,Student Services Expenses Per FTE (FASB),14756
138868,Point University,Core Expenses (FASB),24097236
138868,Point University,Endowment Asset Value,5426988
138868,Point University,12-Month FTE Enrollment,1551
138868,Point University,Institutional Support Expenses Per FTE (FASB),5168
138868,Point University,Academic Support Expenses Per FTE (FASB),1107
138868,Point University,Instruction Expenses Per FTE (FASB),4103
138868,Point University,Student Services Expenses Per FTE (FASB),5158
138947,Clark Atlanta University,Endowment Asset Value,102650611
138947,Clark Atlanta University,Academic Support Expenses Per FTE (FASB),3161
138947,Clark Atlanta University,Instruction Expenses Per FTE (FASB),9647
138947,Clark Atlanta University,Core Expenses (FASB),113666807
138947,Clark Atlanta University,Institutional Support Expenses Per FTE (FASB),10956
138947,Clark Atlanta University,12-Month FTE Enrollment,3614
138947,Clark Atlanta University,Student Services Expenses Per FTE (FASB),3909
139144,Berry College,Core Expenses (FASB),94140643
139144,Berry College,Institutional Support Expenses Per FTE (FASB),10148
139144,Berry College,12-Month FTE Enrollment,2287
139144,Berry College,Student Services Expenses Per FTE (FASB),9879
139144,Berry College,Instruction Expenses Per FTE (FASB),15287
139144,Berry College,Academic Support Expenses Per FTE (FASB),5659
139144,Berry College,Endowment Asset Value,1261304012
139199,Brenau University,Endowment Asset Value,54998050
139199,Brenau University,Core Expenses (FASB),55499709
139199,Brenau University,Instruction Expenses Per FTE (FASB),10102
139199,Brenau University,Academic Support Expenses Per FTE (FASB),1974
139199,Brenau University,Student Services Expenses Per FTE (FASB),7108
139199,Brenau University,12-Month FTE Enrollment,2501
139199,Brenau University,Institutional Support Expenses Per FTE (FASB),3006
139205,Brewton-Parker College,Endowment Asset Value,8829519
139205,Brewton-Parker College,Core Expenses (FASB),10917255
139205,Brewton-Parker College,12-Month FTE Enrollment,677
139205,Brewton-Parker College,Institutional Support Expenses Per FTE (FASB),3894
139205,Brewton-Parker College,Academic Support Expenses Per FTE (FASB),1113
139205,Brewton-Parker College,Instruction Expenses Per FTE (FASB),5784
139205,Brewton-Parker College,Student Services Expenses Per FTE (FASB),5335
139348,Columbia Theological Seminary,Core Expenses (FASB),14625393
139348,Columbia Theological Seminary,Endowment Asset Value,268772795
139348,Columbia Theological Seminary,12-Month FTE Enrollment,178
139348,Columbia Theological Seminary,Student Services Expenses Per FTE (FASB),5344
139348,Columbia Theological Seminary,Academic Support Expenses Per FTE (FASB),8193
139348,Columbia Theological Seminary,Institutional Support Expenses Per FTE (FASB),25222
139348,Columbia Theological Seminary,Instruction Expenses Per FTE (FASB),40865
139393,Covenant College,Endowment Asset Value,57543710
139393,Covenant College,Instruction Expenses Per FTE (FASB),11018
139393,Covenant College,Core Expenses (FASB),26281588
139393,Covenant College,12-Month FTE Enrollment,835
139393,Covenant College,Academic Support Expenses Per FTE (FASB),2313
139393,Covenant College,Student Services Expenses Per FTE (FASB),8939
139393,Covenant College,Institutional Support Expenses Per FTE (FASB),8980
139630,Emmanuel University,Student Services Expenses Per FTE (FASB),8375
139630,Emmanuel University,Endowment Asset Value,2210319
139630,Emmanuel University,Core Expenses (FASB),15676005
139630,Emmanuel University,Institutional Support Expenses Per FTE (FASB),6316
139630,Emmanuel University,12-Month FTE Enrollment,756
139630,Emmanuel University,Academic Support Expenses Per FTE (FASB),412
139630,Emmanuel University,Instruction Expenses Per FTE (FASB),5239
140146,Interdenominational Theological Center,Endowment Asset Value,5963717
140146,Interdenominational Theological Center,Core Expenses (FASB),8273462
140146,Interdenominational Theological Center,12-Month FTE Enrollment,94
140146,Interdenominational Theological Center,Instruction Expenses Per FTE (FASB),14201
140146,Interdenominational Theological Center,Academic Support Expenses Per FTE (FASB),9682
140146,Interdenominational Theological Center,Institutional Support Expenses Per FTE (FASB),34355
140146,Interdenominational Theological Center,Student Services Expenses Per FTE (FASB),19036
140234,LaGrange College,Endowment Asset Value,58392413
140234,LaGrange College,Core Expenses (FASB),24413697
140234,LaGrange College,12-Month FTE Enrollment,648
140234,LaGrange College,Academic Support Expenses Per FTE (FASB),2045
140234,LaGrange College,Institutional Support Expenses Per FTE (FASB),10115
140234,LaGrange College,Instruction Expenses Per FTE (FASB),14642
140234,LaGrange College,Student Services Expenses Per FTE (FASB),10873
140252,Life University,Institutional Support Expenses Per FTE (FASB),6769
140252,Life University,Endowment Asset Value,4038225
140252,Life University,Core Expenses (FASB),68889376
140252,Life University,Academic Support Expenses Per FTE (FASB),999
140252,Life University,Instruction Expenses Per FTE (FASB),6879
140252,Life University,12-Month FTE Enrollment,2896
140252,Life University,Student Services Expenses Per FTE (FASB),4510
140447,Mercer University,Academic Support Expenses Per FTE (FASB),3588
140447,Mercer University,Endowment Asset Value,479944937
140447,Mercer University,Instruction Expenses Per FTE (FASB),13760
